L_M1_foot,L_M1_hand,L_M1_tongue,L_PMd,L_S1S2,R_M1_foot,R_M1_hand,R_M1_tongue,R_PMv,R_S1S2,SMA
-9.373546438694829730e-01,2.240861142484345050e-02,-8.007519317284637062e-01,2.596495059465813715e-01,-2.305105786922610200e-01,4.526475915609783768e-02,-4.238579999833118339e-03,-3.751160781239374353e-01,-3.245129807562256996e-01,6.292485944739477643e-01,6.299155583751750997e-01
3.007285690494582719e-01,2.093881680603648932e-01,3.515210426140913304e-03,7.163688272509732835e-02,4.564796105927144687e-01,2.404978167600023919e+00,8.388205020579271309e-01,7.721364929243131892e-01,6.674895382807315425e-01,1.861190076237453805e+00,2.058665317724659882e+00
-6.275130981324148483e-01,7.258737398072835356e-01,7.114040308668290180e-01,-2.788478898603757306e-01,5.387056956749698422e-01,-8.996343100323647146e-01,4.562457211556552594e-01,4.480809052378732504e-01,1.543454434907126416e+00,1.054861521768584387e+00,-5.076107710490180835e-01
-1.000305496424573337e-01,-2.666435358814635559e-01,-8.264743216950253268e-01,1.273758353889937300e+00,-1.018048225754821345e+00,-8.052428311994036525e-02,1.176356706937026347e-01,-2.147655984965997911e-01,5.559848532662556853e-01,1.342821206126556755e+00,-3.274949317385885128e-01
-1.148619198376680695e+00,7.026677504742196989e-01,8.999967959985646360e-01,1.686049340508935790e-01,3.978021779514001044e-01,1.377831431018841091e+00,5.352228893576393975e-01,1.313782725230346893e+00,-8.716756594104659028e-02,1.265847389474049622e+00,3.459665078418631690e-01
-8.548609740617924002e-01,4.260563186862830753e-01,1.707220897812451232e+00,-8.468015317783064155e-01,1.386629818273195314e+00,-9.971750211028400646e-01,-3.121145845740822544e-01,1.010533628223176522e-01,4.873145466672051951e-01,-8.909455690845244913e-01,-8.072238322080862449e-01
3.056227104285752505e-01,2.799232988929315283e-02,6.575566944304784833e-01,-3.062750640675808156e-01,7.196634942591279005e-01,6.333171047765729922e-01,-1.250544028199045699e-01,-9.294121698071785564e-01,-1.178068536598432248e+00,-1.336553767582843999e-01,2.353547298792872666e-01
-2.669627592917166448e-01,-2.439833071344980342e-01,-4.126252751217234782e-01,-6.424465907439173007e-01,2.509078324752642836e-02,-5.027613558597248122e-01,-8.827310706202011747e-01,-2.130050066667109054e-01,1.483936145785352267e-01,1.768856447733389570e-01,3.485096957959040731e-01
1.367125156609833858e-01,4.975593880078501563e-01,-4.011230647638984181e-01,3.131624356017772559e-01,-8.772038860976093255e-02,-7.958764919912936220e-01,5.152206592549755243e-03,-2.056041374177735095e-02,8.556659485010889021e-01,1.093049026538093882e+00,6.725040680331831888e-01
2.668986443508582496e-01,-5.894617374644416791e-02,-9.356790400416674647e-01,1.710744059550005636e-01,1.009698262487486176e-01,3.268054593916213113e-01,3.759280076897434930e-01,-1.138508713780727488e+00,-1.941885333938645486e-01,-4.784654662285164339e-01,3.352159936228001902e-01
4.728258562413882871e-01,2.095060100356110899e-01,-6.369753709813950060e-01,6.088083156449195510e-01,-8.300134903582864210e-01,4.265253883659875234e-01,3.184194195838301877e-01,-5.732707617884145179e-01,5.552866958219948579e-01,-3.175033341906108308e-01,4.370794568555302906e-01
1.381572603636477714e+00,6.579137962215257929e-01,2.859667058959220132e+00,7.111107147523754168e-01,2.213369359725757768e+00,1.364718292169165625e+00,1.688514870682509411e-02,2.691333768201558563e+00,1.539034511256677007e+00,9.010877069396758809e-01,1.537608690168780434e+00
5.136342325478264748e-01,8.186480900887352918e-01,3.388534916546026565e+00,8.338339083511968619e-01,2.993250306346655787e+00,-3.444372431553511388e-02,5.340567641231083185e-01,3.289074775126897165e+00,1.179958517494260617e+00,1.185807451594600659e+00,1.286121194868296458e+00
-9.693820959900227852e-01,1.238368584752700841e+00,1.707758106464849213e-01,-1.432591810224698725e-01,-7.443682184745566977e-01,-9.102454524619427723e-01,4.797498422265931706e-01,-1.131014165892165468e-01,-1.069034846345310097e+00,1.827702623351045719e-01,-9.351707627370903220e-02
6.435570393820940760e-01,5.457133077376662422e-01,-8.472539379565520445e-02,6.205514752565964853e-01,-2.627400129170453513e-01,-8.544477887505083080e-01,9.048207683701636750e-01,-1.253293085671107088e+00,-3.207878068836822472e-01,-1.079716952022724330e+00,8.201557079288357421e-01
-4.732615064488295276e-01,-1.577918809481327678e+00,-1.228388840522123493e+00,1.119171655292672707e+00,-1.292130735006513431e+00,-1.422228429287095031e+00,-1.371031993996462139e+00,-2.170795477101129300e+00,-1.449744854908861624e+00,-1.408443502459171714e+00,-1.212500105813472340e+00
-5.444009697957923333e-01,3.599808144592113179e-01,-4.270531231688209362e-01,2.040080576857974670e-01,-2.609106343657035532e-01,1.995197822554982403e-01,1.130217185812893987e+00,-4.567614580959281079e-01,8.305604916104339375e-02,4.754531057413019512e-01,-1.444212883228344957e+00
1.165679314240836706e-01,7.540483863516168617e-01,7.052593709792291943e-01,2.012265642867846704e+00,4.586852304601468644e-01,-1.223994804450974083e+00,7.607582105570170894e-01,1.224236746760150485e+00,7.636758841614478266e-01,1.445233326932255646e-01,-2.166103613020089469e+00
1.206253319583376893e+00,4.539932412688804653e-01,7.190111964337747574e-01,7.425344793827549639e-01,3.227454202127096883e-01,1.106597806024173458e+00,5.914672752586137144e-02,5.439423518051692552e-01,5.534347223594643372e-01,3.948783353095615123e-01,1.028569057201027093e+00
1.131783602526435173e+00,5.858971301476874061e-01,1.628245784261838303e+00,6.298606310579678569e-01,1.631161689873654286e+00,1.793933277528153791e+00,3.959928058883329660e-01,6.571736127230752844e-01,-6.999577209410192680e-01,7.976220994518155860e-02,1.291207175393426665e+00
-4.529090669388302626e-01,-6.194163899483619007e-01,5.626780451177967324e-01,2.420162268614387824e-01,6.007274912745024231e-01,-1.354393768390742325e+00,-1.467380169920304178e+00,-3.562504700021666415e-01,-1.102007050826798729e+00,-3.533054089744282200e-02,-1.132824471432745339e+00
6.262459270846054693e-01,-3.555784406192167291e-01,-1.862434914914027573e+00,9.492057983574886393e-02,-2.051227085290774355e+00,1.167272569721182068e-01,5.735376803142339108e-01,-1.143645137162524916e+00,-6.121668596820413200e-01,-4.849698130912487026e-01,-2.082772460695768990e-01
-2.183799406025269452e+00,-2.913598340459748470e-02,-9.683596644728399427e-01,-5.395555576842488987e-01,-1.859904006661519782e+00,-1.516159277285810347e+00,1.637048262322107761e-01,1.428869695173755616e-01,7.597994351200181296e-01,-2.764589007674264631e-01,-1.096559748289101854e+00
4.688155100569176836e-01,-6.210113556045258054e-01,-1.159009364115013013e-01,-6.307891173842179455e-01,1.863368072638318246e-02,-1.300153187464594406e-01,-5.685384539063773612e-01,3.012555585941192882e-01,4.109010923856783459e-01,1.746576031288644137e-01,-1.156412279652299535e+00
6.301610141794320441e-01,-5.412770547893999140e-01,2.528268144825411221e-02,6.238229526887180132e-01,2.573120787786973285e-01,5.756058754924496534e-02,-2.369718736393988112e-01,1.035786132093014511e-01,-2.651396809846184310e-01,-3.202846127107910057e-01,-6.079013685087039098e-01
1.134535153074738512e+00,3.433875760634969021e-01,-6.774770646917871453e-01,-2.376803826766580752e+00,-1.058039705346214276e+00,2.619923071604573495e-01,-3.814579634211627823e-01,-8.529586747328116170e-01,-1.667716091961188307e-01,-1.732839455972127629e+00,5.596911127137392805e-01
-2.272926661842798179e-01,-7.402381138926539261e-01,7.570847990650407811e-01,4.064683072679160514e-01,9.319771922458148783e-01,-9.247850170784842339e-02,1.287532121959169551e-01,1.390926162587686310e+00,1.497428119648322342e+00,-2.909699483370110640e-01,2.824740174918206614e-01
7.458919118728275510e-01,9.799291353157833784e-02,2.089014713883247776e+00,1.232053220493417811e+00,2.088545727281013953e+00,-7.580393060539775130e-01,3.234000679153746227e-01,2.618998835789144053e+00,4.091997938631635190e-01,1.332293292170151577e+00,1.248836882635355972e+00
-8.377961195342857603e-02,-9.651331243612241151e-01,1.315529000181547836e+00,9.943276923166495251e-01,1.293109207899710400e+00,7.314666020904250221e-01,1.917732911435438281e-01,9.891521493491832739e-01,4.588514113462556221e-01,-1.815480356085197589e-01,-7.070133805352987189e-01
6.094450543709771795e-01,-1.277704409640182615e+00,3.962003148518660756e-01,9.525731906537120430e-01,-3.112853883424452905e-01,1.860179831680134066e-01,-7.708645353406873291e-01,1.345922813008124663e+00,1.882500200165308835e+00,6.071107707881399085e-01,-7.950840557764325967e-01
-1.880501908657246535e+00,-1.553040934032288156e+00,-7.063250109109211472e-01,-1.327320116011658557e+00,-6.128455853453318447e-01,-1.299757042586868055e-02,-1.828871666405456065e+00,-6.039135038615024015e-02,5.077765309843728092e-01,5.597714763261738558e-01,-4.215915449751348465e-01
-1.964380475283036720e+00,-1.165962187180338505e+00,-4.122490069354551312e-01,-1.804610544505389935e+00,-3.258955188103331291e-01,-3.592527914618676155e-01,-7.649867149002911315e-01,-4.520836056042424334e-01,-6.244155833906075426e-01,2.612263697011361629e-01,-3.356479591581044142e-01
-8.938373363969900898e-02,5.198172675584428193e-01,-1.929466563830068565e-02,-1.933259783594087455e+00,5.746669030922761934e-01,-3.434261719787213840e-01,3.222216233579346389e-01,-1.933145655294767062e-01,-2.970793033301326602e-01,-2.671421109827268880e-01,1.032436693216126078e-01
6.772025713647663592e-01,1.384901055792743696e+00,8.325782443197010663e-02,-3.684910382845169030e-01,3.206695378164175492e-01,2.956201093538778579e+00,1.215480726958707125e+00,-6.028951415042234085e-01,-1.002355264866949952e-01,-4.762642132678675533e-01,2.167346130736444998e+00
3.726060503243290856e-01,1.980223261015550129e+00,-6.212833701416655696e-01,-4.208420615668159170e-01,-3.228124326201006200e-01,1.159811373666451928e+00,2.243015323489856161e-01,-1.136741827076771072e+00,-8.561637316060738412e-01,5.643333918607951194e-01,7.904483812240942209e-01
3.720933262400088481e-01,2.164592185820380377e-01,-7.882537966065950030e-01,-5.403619760850488785e-01,5.685058471252451007e-01,-2.814031326523115939e-01,-1.521526351454772552e+00,-5.857947280787053485e-02,-7.716462066521849739e-01,5.208871327434605458e-01,-1.410285472548745977e-01
-4.335746679460632524e-01,-5.893666574633855681e-01,-1.168989819372620476e+00,-1.447147729639243874e+00,-1.428637294428861226e+00,6.681915684807201439e-01,4.993871100773523697e-01,-8.338230080680683054e-01,-1.379456798619870250e-01,-5.570970828422663335e-01,-6.519664768739414917e-01
1.083133211176012800e+00,1.100849540845702412e+00,-6.573114984861325727e-01,-3.758896710226629634e-01,-4.783768608354556640e-01,7.008027447128788445e-01,6.567481344435253110e-01,-3.577941264531799836e-01,-7.927695163852359617e-01,-8.601254060994022177e-02,9.763090686480599967e-01
-6.605035816597141229e-01,-5.769805406276875548e-01,4.245661978164549932e-01,-1.511066366057324806e-01,5.625457468782758541e-01,-2.938331244964069167e-01,-4.694905497391680949e-01,-8.260826516836156097e-01,-1.021208727195020538e+00,-6.991511354755062246e-01,-6.967136515044849432e-01
-1.761337958721252761e+00,5.796586132485684884e-01,-1.950557899481126511e-01,3.164808867291472178e-02,-9.221777748094006633e-01,-1.309055102234303103e+00,1.379465207329550580e+00,-3.028928200259363712e-01,-1.349890392235953973e-01,-1.093160760036974599e+00,-7.779911283385285703e-01
5.597780864974691850e-01,-2.974249816845173644e-01,1.622200458843629511e-01,-1.442121156675074678e+00,-3.312786937062169312e-01,-5.291297179580096988e-02,2.490356867696315035e-01,-6.434483661920569197e-01,-9.006476424298166528e-01,-4.788064356733865989e-01,2.497727353627379188e-01
-1.729879440887247544e+00,-1.389271274030768610e-01,-1.093372202077615318e+00,-1.369612826156054508e+00,-4.415194456824497182e-01,-2.660311371059070340e-01,-8.107687762350531679e-01,-1.392155843286553951e+00,-5.933503964164703604e-01,-4.584196256041347395e-01,1.423006498225968031e+00
-8.907569372959852627e-01,2.157863309515433564e-02,7.281001036671114202e-01,3.276440761763480536e-01,-1.285157921920447310e-01,-7.809430978431567416e-01,3.748688950602824255e-02,5.547373397966117725e-01,1.192398489007017615e+00,8.416936582511792553e-01,6.451030153906176512e-01
-5.069547452226094153e-01,-5.808917670233948449e-01,-6.087480108677140178e-01,5.108420178507696446e-02,-5.016841214850593644e-01,-5.708036006954766428e-01,2.328196834092201989e-02,2.221119686654470793e-01,-1.463538045904566876e-01,1.799690079032582046e-01,-9.735242970758085645e-01
3.282842075721154607e-01,-6.297993995758007779e-01,-2.241321773714776144e-01,6.329295655354626460e-01,2.226202764172194315e-01,-6.212417947112023331e-01,-2.667072164154470904e-01,6.725514700727983630e-01,-9.898368580717157306e-01,-4.243988213628040462e-01,-3.356606550950941847e-01
1.872011548893487698e-01,9.107648071055369776e-01,-1.988532226703402517e-01,8.734136687641320673e-01,-2.689753503415033831e-01,-7.187471943160648191e-01,1.768576271080946338e-01,-7.897078450714737352e-01,3.696570557316278954e-02,-1.417574714029850247e+00,-8.051407269069547068e-01
1.433222696262200335e+00,-9.442964658480376139e-01,-5.607019599102637253e-01,-1.479632976772410902e-01,-1.111794650486590541e+00,1.100887077805577929e+00,-1.928139398891981715e+00,-1.854833960486639732e+00,-1.634040993447113399e+00,-6.716388112408637756e-01,2.806814584522542844e-01
-3.985587334821954486e-01,-7.698529332509290724e-01,-1.307808055736268404e-01,-8.629989317690088813e-01,5.889348051221204861e-01,-1.703748399415133896e+00,-9.107406333512209073e-01,-4.112458121211330919e-01,8.669149944111578798e-02,-3.486061483569953823e-01,4.377385329850883022e-01
-1.001169583399413171e-01,1.918250174930496710e-01,2.208341571955057259e-01,1.372588051896829864e+00,2.725244401205270672e-02,-1.509905672036712332e+00,2.014740595022875835e-01,3.385686466505233305e-01,4.251619316486092703e-01,-7.499192915060821640e-01,6.275747923246177695e-02
1.775506297422144275e+00,1.446218483027795695e-02,-9.993629968995701440e-02,2.047947912678032001e+00,4.814527316314424210e-01,7.901783115826729320e-01,5.535723367699141306e-01,4.859237821481165454e-01,6.428255262235483825e-01,3.084047686803377264e-01,1.550157741600327599e+00
6.146982984996870319e-02,6.869091758003402770e-01,6.233175094755094570e-01,8.083007805580812999e-01,2.983246639044669912e-01,4.195800941476136026e-01,6.722333230878509980e-01,1.185157622878795447e+00,1.782352992607919795e+00,1.059511813637303623e+00,1.601322145704958011e+00
-9.057646551239580124e-02,9.066608406900807937e-01,1.696454254412709250e-01,1.305161446688727578e+00,3.653141341290630506e-01,-3.797568534431131071e-01,7.751342062019176415e-01,6.195534918561670379e-01,6.607854741046848002e-01,4.956236029387146580e-01,1.246973377712562669e+00
-5.956513055390012107e-03,5.499278654686699797e-02,-1.827053809960444142e-01,8.944366895808910645e-01,-2.092960975333870710e-01,-5.961846731602427063e-02,-1.775100252645085697e-01,1.892068894062875206e-01,7.067663780391620909e-01,-8.495997110934697116e-02,-3.551852082946926892e-01
1.522065917024436332e-01,-1.504180648141502097e-01,-4.735188191023328441e-01,3.050038797295604454e-01,-1.281486650914470449e+00,2.282751054113146827e-01,-2.555725603841181234e-02,-5.501039808871754921e-01,4.666959676585249461e-01,1.045499074882006774e+00,-1.805901842552747771e+00
8.310230516680355839e-02,5.966711024610503733e-01,-3.862941088912806298e-01,-2.252209615286631661e-01,-5.802139856574219934e-01,9.038231774474371205e-01,-5.588385803179111155e-01,4.139077140704875424e-01,3.071543012893681590e-01,-4.989337251769342396e-01,-6.877918182862070573e-01
-7.026372497698579744e-01,-1.069552294545106585e+00,-1.876227386093282101e-01,-7.212847388328530451e-01,-2.085574527549476642e-01,1.275491218164942042e+00,-8.800123035633447000e-01,6.382266690357590866e-02,-1.068105101266845630e-01,3.555930768054443858e-01,4.461715841846013997e-01
-4.572109474651285810e-01,1.464642423248460612e-01,3.388814430229758479e-01,1.301399990967231801e+00,6.296378215282234514e-01,-1.570603633402119226e-01,9.932048082424168589e-01,5.584460911418780427e-01,1.278150969058438724e+00,7.792512835775773361e-01,4.059621208783875113e-01
6.800949619915030997e-01,-8.752608302479051305e-01,-4.678925390945019025e-01,1.172912040677696277e+00,-5.106468995769369856e-01,-1.926716289321898923e-01,-1.013003683581523484e+00,-3.996009207425302301e-02,-3.499775396692866858e-01,2.928804885941109770e-01,-1.597092332329699715e+00
6.491248215412126488e-01,-1.775860554550079129e-01,-2.538862616846557230e-01,-1.245879042875472908e+00,-3.199327448859693446e-01,3.699889506223902891e-01,5.232718044690489734e-01,1.361850792372843247e-02,6.894320759224481510e-01,-7.794402328617811015e-01,-9.087107564764356216e-01
6.016005036658037541e-01,-1.860247913261914021e-01,2.506050490908142692e-01,-1.655488010024856127e+00,-5.656910736460959432e-01,-3.044817368212570652e-01,5.072876747583771051e-01,-5.196563091204102758e-01,-1.602938097766609227e+00,1.467757263089416009e+00,-1.882599390860101751e+00
1.751203899217310012e+00,2.159662654288165562e-01,7.835555657971469135e-01,9.465433277706177817e-01,9.898277238185174687e-01,1.860007268591521573e-02,-1.195138327821099467e-01,4.191220301638496487e-02,-6.838218338330781521e-01,2.159293551882493500e-01,3.495099474775006376e-01
-7.195348988948461200e-01,7.737792723823715135e-02,-1.917466169595049008e-01,-1.525701789336410208e+00,3.004204046472785383e-01,-6.699400177251982336e-02,2.871643005645841962e-01,-2.559102262969840669e-01,-2.684226968194046159e-01,7.309436742518353458e-02,-9.108376679995660030e-01
-3.100369491055107174e-01,1.042605982446475066e+00,4.850513273272205605e-01,-3.188532264354325685e-01,2.233230886858201536e-01,-5.154989664521426596e-01,8.535251120273592562e-01,4.067832919827616411e-01,-5.402952668919462909e-01,-1.212642752059901907e+00,8.888813113087383477e-02
-7.932442483369419595e-01,4.368558292195625081e-01,7.428564849810004311e-01,4.797540460230544923e-01,1.192352378550858516e+00,-3.528100611988164159e-01,1.361092211336689672e-01,3.004636295127177115e-01,-4.526020585456871359e-01,1.440402139203865277e-02,-3.586668811145509173e-01
1.657209888743291337e+00,1.811048679757964741e-01,7.460373215911533240e-01,-6.609947319548443827e-03,3.670949564361262740e-01,1.231193609251738152e+00,2.045582711433605816e+00,1.330772960890479473e+00,9.696237650177619988e-03,6.206985217415278422e-01,-1.444443234047758651e-01
1.606640747826637128e+00,-2.448273029827780778e-01,-5.053162019715748965e-01,-6.384772024247851174e-01,7.918431926791717756e-02,1.328903357010722708e+00,4.813744463254833184e-01,4.060054964454490323e-02,3.581594966215574383e-01,3.396736298152410183e-01,5.699677184715751244e-01
-1.331673371649142013e+00,-1.321116406586655689e-01,-5.455983681403258068e-01,-1.483645608156057838e+00,-1.029480111206422688e+00,4.262273323680398907e-02,-2.915351860333555423e-01,-6.888732338789146370e-01,1.968926728194139164e-01,4.784334878027152183e-02,-1.257184235288256735e+00
2.943067529658371928e-01,5.348389983946156834e-01,8.825810324171574628e-01,-4.253262000831801171e-01,4.646876055812245165e-01,8.706935713747916417e-01,-3.544945380272528368e-01,3.958031530404062526e-01,-6.954847062570684857e-01,2.975061149100886593e-01,-5.842748720885833705e-03
4.120484971862945489e-01,2.695099788589565004e-01,4.896004116254701888e-01,1.118981566348032031e+00,1.304646149366057051e+00,5.378354697825438180e-01,1.517183157056361198e+00,9.262269479633006286e-02,3.906887109547915182e-01,1.157107291761895612e-01,1.196663064206225702e+00
-9.739788366507512452e-01,7.744386176219556495e-01,-3.163390500548837192e-01,-1.615969547760502945e-01,4.577880473879596401e-01,-1.194996788007396532e-01,7.707599476823883133e-01,-1.011000096474382381e+00,-5.182895032709224914e-01,5.862955970459441390e-01,2.780715232690029737e-01
4.860223523026516168e-01,2.338163904511382507e-01,-4.250254815972101530e-01,1.269818222997936452e+00,-4.404620621239976885e-01,-4.008200718112701066e-01,-7.819988198960872161e-01,-1.348452307844067999e+00,8.296629714978243086e-01,-7.918462199446203720e-02,3.961074963589847342e-01
-1.744002883494859546e+00,-3.518054778345802158e-01,-7.728831322098334011e-02,4.668404446986312850e-02,2.227949899093130404e-01,-5.651326815433452833e-01,-9.545099058173998063e-01,3.588065738575579311e-01,1.114495019940843656e+00,-1.665834248400345496e-01,9.713375571098192829e-01
1.024876376758002250e+00,-1.395025294385823900e+00,2.205196302416885246e+00,1.591981798131106018e-01,2.330464929276717001e+00,9.031665660972398868e-01,-9.986249440358463403e-01,1.547154066193365596e+00,6.575336350742539970e-01,7.193269273026448030e-01,-2.738146676740268667e-02
1.771356696867906200e-01,1.809789187568631996e-01,-4.769730771283881010e-01,1.492016166443272535e-02,8.061106561114496083e-01,7.397927781304568517e-01,3.871135260068351847e-01,1.622793121832829255e-01,1.137415816713345379e-01,3.794193425026786137e-01,5.232893535093874338e-01
-1.336980699106181891e+00,3.101309980169926830e-02,2.383341315712267372e-01,3.657800262468896557e-01,3.830061920160282019e-01,-6.446812587913548498e-01,-5.020937147909251275e-01,1.167604102315532577e-01,-5.101406615038969194e-01,-5.384466688369921039e-01,-3.783609888084387141e-01
-5.498512246557659688e-01,7.410988585569735498e-01,1.560206132286232339e-01,1.715012868212929975e+00,-8.476238091167486166e-01,-6.470234096960854053e-01,-7.745039554733805509e-02,4.304494449423812985e-01,5.998422672907438580e-01,3.134541849460178442e-01,-5.569450415345501559e-01
-5.991227086871621088e-01,-6.958750368785424634e-01,-2.180586413684033054e-01,-3.048638873578629616e-01,-2.552304013575574793e-01,-9.771632129294263724e-02,-4.600552094740800735e-02,-1.063148487352183924e+00,-1.029888045884620684e+00,-8.160684835133448223e-01,5.308050081861713787e-01
9.714220985158927846e-02,-7.448832299072772889e-01,-7.151893563826190736e-02,-1.509241112286434094e-01,-8.989147914230211089e-02,-1.779686581828168190e-01,-8.832015338674646943e-01,-4.335123569909590802e-01,-4.077551532432939219e-01,-4.498795648574859252e-01,9.993922822067465850e-01
-9.406703210611265797e-01,1.209878304610904287e+00,7.983485345262136823e-01,7.166014153760985606e-01,-2.067164551823036100e-01,-7.392529050686228453e-01,-7.135278723987005522e-02,9.137489976150707793e-01,4.790420621725473560e-01,-9.805720249271328015e-01,-5.940578667603165774e-01
2.574248917889740973e-01,6.990005563919911014e-01,-3.986673862115385630e-02,-7.266225160548619444e-01,-6.563049366086917136e-01,-1.006325840464766253e-01,7.458806997826862295e-01,5.606791256897067921e-01,3.410873073244168885e-01,-2.609961280113729520e-01,-1.265233274860797508e-01
1.086664578835579764e+00,6.667957091519209900e-01,-5.034615994645658121e-01,8.934393497424316655e-01,-1.266348117202029000e+00,1.421683606561056301e+00,-4.061116595385398653e-02,7.622181533126779485e-01,-1.012983530555020689e-02,1.594086435003583269e-01,3.069196067443195619e-01
-9.226487949044900883e-02,1.327665129000004773e+00,4.260469903504456313e-01,-8.084700968055625880e-01,2.820236387692865443e-01,-1.176619830342886530e+00,8.704075417611061294e-01,3.261409527427576727e-01,-2.937034115091867736e-01,4.818820478682951380e-01,3.399165857822541437e-01
-1.120685139927162899e+00,-6.188195576048763913e-01,-1.187527282454166278e+00,9.375108199940526132e-01,-7.225463391730985174e-01,-3.666543181782760397e-01,-5.164980897006797855e-01,-1.385661982254708269e+00,-8.820682511917242730e-01,-1.285219252200086482e+00,2.970970699884018518e-01
-4.916057067383219903e-01,-1.731848244500377776e+00,-2.089668023169447775e+00,1.883686054145069788e-01,-1.632468322977273179e+00,-1.390814515522486250e+00,-1.850957765327256643e+00,-1.142841748492704257e+00,-9.309661691465911382e-01,8.339529954186852834e-01,-1.013661934121459079e-02
-6.758360149160475006e-01,-4.210356687988911495e-01,-8.007608463987172520e-01,1.236749383490962639e-01,-6.304153454386588473e-01,2.803262222101495782e-01,-9.084387555004806991e-01,1.937733630090838488e-01,2.127526148912802784e-01,1.096663138512953717e+00,2.731123114911819250e-01
6.273434764655292373e-01,-1.334721790844657363e+00,-4.088871267821251876e-01,2.115558593788035846e-01,-1.348463712846205420e-01,9.136076652406003307e-01,4.069553135905358277e-01,8.076348010614695649e-01,-6.883596189990265346e-01,8.600209659696792519e-01,-4.514032817555108101e-01
-2.506546646648578069e-01,1.758090122296226965e-01,-2.523636909048265209e-01,-1.104327704294678192e+00,-5.398167113470013767e-01,-5.828618754665834123e-01,7.593229324857201368e-01,-7.992799171670523783e-01,-1.014655270775164819e+00,5.438720244785438807e-01,3.027647822130745681e-01
1.795274325044224698e-02,5.280014439638134327e-01,1.921815671248364055e+00,-1.057965045772032653e+00,1.253653856714988857e+00,-8.291401576392649631e-01,1.196375741446173313e+00,1.124474828457909581e+00,4.288056261177287665e-01,-1.572158599778640919e+00,-4.880964040461893139e-01
-1.658336810016313931e-02,-1.064767114374231216e+00,1.575329732275836392e+00,-2.533629976120394534e-01,1.303488852445330526e+00,-3.773092401038866117e-01,-1.598822367026520863e-01,1.878264531567175322e+00,2.417982079898110648e+00,-8.236153590098103106e-01,5.314935593340910924e-02
4.504092323514242158e-01,-2.660080776231737443e-01,1.820604970818724633e+00,5.465146685967887663e-01,1.729224594826280770e+00,-6.205074178999796242e-02,-4.903559413218733787e-01,1.696660467734026234e+00,7.756530924347546652e-01,-8.402923923425791031e-02,-2.053879824235569362e-01
-1.321916795850501536e-01,-3.618052376201523757e-01,-4.817258440635874273e-01,-2.118274555653502311e+00,-3.299075735914549501e-01,-4.399511421370274622e-01,-2.164301061568308926e-01,-1.963002775249450105e+00,-1.054495639029417564e+00,-8.517435362891095929e-01,-1.130718860074906434e-01
-9.042857387544181447e-02,3.696639510176570886e-01,-1.391134526779702396e+00,1.669061710000038001e+00,-7.544514576178863452e-01,-1.217519463849656702e+00,-7.893391938796229246e-01,-1.768938212164578472e+00,-9.060664993264258005e-01,3.003286439118947326e-01,6.598395364286908649e-01
-2.701519899306360495e-01,-1.267157875409643086e+00,-1.940353447291237599e+00,-2.069903123604461381e+00,-1.683518994032603411e+00,1.541240043973610696e+00,-2.398255984705252697e+00,-1.756412336867897217e+00,-9.688360590542385298e-01,-6.472023619410464113e-01,-7.718739702517448675e-01
-7.236700793942686394e-01,-1.248823003156726424e-01,-8.530723271665543450e-01,-1.518540890846431290e+00,-1.158348271371182792e+00,-3.763408574302646858e-01,-7.190015116092774994e-01,-1.667322777994981076e+00,-1.123479414993269199e+00,-6.275069317439105898e-01,-2.936680882383249647e-01
2.323420458539934841e-01,8.047075129618121991e-01,2.358708972457799757e-01,7.564763355222491048e-02,3.990708405003094011e-02,-6.244468399981426554e-01,4.445587262429989139e-01,-3.316636307449908894e-01,4.012606536845372829e-01,1.083579348554789989e+00,-6.253426080016009081e-01
8.677388883167332922e-01,2.031198809032334296e+00,7.333752762988170193e-02,-6.155286713923467934e-01,3.062832598192046230e-01,-2.824557744913192697e-02,1.200245756494041416e+00,-2.658433242178279143e-01,3.928406404921528927e-01,1.058104363948502602e+00,6.660516575057592870e-02
5.035844986671094148e-01,3.164915255952839845e-01,9.364034992195441331e-02,-1.590538034026462572e-02,-1.602309013305325269e-01,-1.531912521617718181e-01,4.043287051477402749e-01,-5.180713218942926135e-01,-3.049202533663106229e-01,-2.752742464927461219e-01,6.584867264191146541e-01
6.841772113734050365e-01,3.836804837650629324e-02,3.762377039194445549e-01,1.490347469472650177e+00,8.952997184375414141e-01,-2.162153315957135724e-01,1.140117234743416752e+00,1.408563459797647521e+00,1.045113923503908193e+00,1.147051156241477798e+00,1.474785762002273515e+00
7.308403854315326242e-01,6.202437346301558074e-01,1.690525775697416244e-01,2.211514280987730841e-01,-6.276348319643110241e-02,4.242907218489865850e-01,1.573521139514022282e+00,8.772504388330922831e-01,1.261108512700681139e+00,-7.085850624771914408e-01,1.578697785705232892e+00
-2.432758333715490662e-01,-1.963415389289643598e-01,1.253458140998946257e+00,-1.961278716390916221e-01,7.929136620577557082e-01,3.634177477431559389e-01,2.374363922451275255e-01,7.453443569550316505e-01,7.265729089478031866e-02,5.449926724582265791e-01,1.679422308648402251e-01
-6.052309927644156096e-01,-8.417851528489838087e-01,-2.472644454171285811e-01,-5.541320865389697259e-01,-3.284756383459866425e-02,5.769076832281505585e-01,-7.619371049581651345e-01,-2.716675936007818537e-01,-4.163102863346068716e-01,-1.512480453989376361e+00,-1.399470277752004499e+00
